'Elapsed time',PCG
'0:01.886',0
'0:01.889',0
'0:01.892',0
'0:01.895',0
'0:01.898',-400
'0:01.901',-400
'0:01.904',-200
'0:01.907',-200
'0:01.910',-200
'0:01.913',-200
'0:01.916',-200
'0:01.919',0
'0:01.922',-200
'0:01.925',0
'0:01.928',-200
'0:01.931',0
'0:01.934',-200
'0:01.937',-200
'0:01.940',-200
'0:01.943',-200
'0:01.946',0
'0:01.949',-200
'0:01.952',0
'0:01.955',0
'0:01.958',-200
'0:01.961',0
'0:01.964',-200
'0:01.967',0
'0:01.970',-200
'0:01.973',-400
'0:01.976',200
'0:01.979',-200
'0:01.982',-200
'0:01.985',0
'0:01.988',-200
'0:01.991',0
'0:01.994',0
'0:01.997',-200
'0:02.000',0
'0:02.003',-200
'0:02.006',-400
'0:02.009',200
'0:02.012',-200
'0:02.015',200
'0:02.018',0
'0:02.021',-200
'0:02.024',0
'0:02.027',200
'0:02.030',-400
'0:02.033',0
'0:02.036',-200
'0:02.039',-200
'0:02.042',-200
'0:02.045',0
'0:02.048',-200
'0:02.051',-200
'0:02.054',-200
'0:02.057',-200
'0:02.060',-200
'0:02.063',-200
'0:02.066',-200
'0:02.069',200
'0:02.072',-400
'0:02.075',-200
'0:02.078',-200
'0:02.081',0
'0:02.084',0
'0:02.087',-200
'0:02.090',-200
'0:02.093',0
'0:02.096',-200
'0:02.099',-200
'0:02.102',0
'0:02.105',-200
'0:02.108',0
'0:02.111',-400
'0:02.114',-400
'0:02.117',0
'0:02.120',-200
'0:02.123',0
'0:02.126',-200
'0:02.129',-200
'0:02.132',0
'0:02.135',-400
'0:02.138',-200
'0:02.141',-200
'0:02.144',-400
'0:02.147',200
'0:02.150',-200
'0:02.153',0
'0:02.156',-200
'0:02.159',-200
'0:02.162',0
'0:02.165',-400
'0:02.168',0
'0:02.171',-200
'0:02.174',-200
'0:02.177',-200
'0:02.180',-400
'0:02.183',0
'0:02.186',-200
'0:02.189',-200
'0:02.192',-200
'0:02.195',-200
'0:02.198',-200
'0:02.201',0
'0:02.204',-200
'0:02.207',-200
'0:02.210',-400
'0:02.213',-200
'0:02.216',-200
'0:02.219',-200
'0:02.222',-200
'0:02.225',0
'0:02.228',0
'0:02.231',0
'0:02.234',-200
'0:02.237',-200
'0:02.240',-200
'0:02.243',-200
'0:02.246',-200
'0:02.249',-200
'0:02.252',0
'0:02.255',0
'0:02.258',-200
'0:02.261',0
'0:02.264',0
'0:02.267',-200
'0:02.270',0
'0:02.273',-200
'0:02.276',0
'0:02.279',-200
'0:02.282',-200
'0:02.285',-200
'0:02.288',0
'0:02.291',0
'0:02.294',0
'0:02.297',0
'0:02.300',-200
'0:02.303',-200
'0:02.306',-200
'0:02.309',-200
'0:02.312',-200
'0:02.315',0
'0:02.318',-200
'0:02.321',-600
'0:02.324',-200
'0:02.327',-200
'0:02.330',0
'0:02.333',0
'0:02.336',-200
'0:02.339',-200
'0:02.342',0
'0:02.345',-200
'0:02.348',0
'0:02.351',-200
'0:02.354',0
'0:02.357',-200
'0:02.360',-400
'0:02.363',0
'0:02.366',-200
'0:02.369',0
'0:02.372',-200
'0:02.375',-200
'0:02.378',0
'0:02.381',-200
'0:02.384',0
'0:02.387',-200
'0:02.390',0
'0:02.393',200
'0:02.396',-400
'0:02.399',-200
'0:02.402',-200
'0:02.405',-200
'0:02.408',0
'0:02.411',-400
'0:02.414',0
'0:02.417',-400
'0:02.420',0
'0:02.423',-200
'0:02.426',-600
'0:02.429',-200
'0:02.432',-200
'0:02.435',-200
'0:02.438',200
'0:02.441',-200
'0:02.444',-200
'0:02.447',-200
'0:02.450',-200
'0:02.453',0
'0:02.456',0
'0:02.459',-200
'0:02.462',-400
'0:02.465',0
'0:02.468',-200
'0:02.471',0
'0:02.474',200
'0:02.477',-200
'0:02.480',-200
'0:02.483',200
'0:02.486',-400
'0:02.489',-400
'0:02.492',200
'0:02.495',-800
'0:02.498',-200
'0:02.502',200
'0:02.505',-200
'0:02.508',-200
'0:02.511',0
'0:02.514',-200
'0:02.517',-400
'0:02.520',200
'0:02.523',-200
'0:02.526',-400
'0:02.529',200
'0:02.532',-400
'0:02.535',0
'0:02.538',0
'0:02.541',-200
'0:02.544',-200
'0:02.547',0
'0:02.550',-200
'0:02.553',0
'0:02.556',0
'0:02.559',-200
'0:02.562',-400
'0:02.565',-200
'0:02.568',-200
'0:02.571',-200
'0:02.574',-200
'0:02.577',-200
'0:02.580',-200
'0:02.583',-200
'0:02.586',-200
'0:02.589',0
'0:02.592',0
'0:02.595',-200
'0:02.598',0
'0:02.601',0
'0:02.604',0
'0:02.607',-400
'0:02.610',-200
'0:02.613',-200
'0:02.616',-200
'0:02.619',-200
'0:02.622',0
'0:02.625',0
'0:02.628',-200
'0:02.631',-600
'0:02.634',200
'0:02.637',-200
'0:02.640',-400
'0:02.643',0
'0:02.646',0
'0:02.649',0
'0:02.652',0
'0:02.655',-200
'0:02.658',-200
'0:02.661',-200
'0:02.664',0
'0:02.667',0
'0:02.670',0
'0:02.673',-200
'0:02.676',-200
'0:02.679',-200
'0:02.682',-200
'0:02.685',-400
'0:02.688',0
'0:02.691',-200
'0:02.694',0
'0:02.697',200
'0:02.700',0
'0:02.703',-200
'0:02.706',-400
'0:02.709',0
'0:02.712',-200
'0:02.715',-200
'0:02.718',-200
'0:02.721',-600
'0:02.724',0
'0:02.727',0
'0:02.730',-200
'0:02.733',-200
'0:02.736',0
'0:02.739',-200
'0:02.742',-200
'0:02.745',-200
'0:02.748',-200
'0:02.751',0
'0:02.754',-400
'0:02.757',-200
'0:02.760',-200
'0:02.763',-200
'0:02.766',-200
'0:02.769',0
'0:02.772',0
'0:02.775',0
'0:02.778',-200
'0:02.781',-200
'0:02.784',-200
'0:02.787',-400
'0:02.790',0
'0:02.793',0
'0:02.796',-200
'0:02.799',0
'0:02.802',-200
'0:02.805',-200
'0:02.808',-200
'0:02.811',-200
'0:02.814',-200
'0:02.817',-200
'0:02.820',-200
'0:02.823',0
'0:02.826',-200
'0:02.829',-200
'0:02.832',-200
'0:02.835',-200
'0:02.838',0
'0:02.841',-200
'0:02.844',-200
'0:02.847',-200
'0:02.850',0
'0:02.853',-200
'0:02.856',0
'0:02.859',-200
'0:02.862',-200
'0:02.865',-200
'0:02.868',-200
'0:02.871',0
'0:02.874',-600
'0:02.877',-200
'0:02.880',0
'0:02.883',0
'0:02.886',-200
'0:02.889',-400
'0:02.892',0
'0:02.895',0
'0:02.898',-200
'0:02.901',0
'0:02.904',0
'0:02.907',-200
'0:02.910',-200
'0:02.913',-200
'0:02.916',-200
'0:02.919',0
'0:02.922',0
'0:02.925',0
'0:02.928',-200
'0:02.931',-200
'0:02.934',-400
'0:02.937',-200
'0:02.940',-200
'0:02.943',-200
'0:02.946',-200
'0:02.949',-200
'0:02.952',-200
'0:02.955',-200
'0:02.958',-200
'0:02.961',-200
'0:02.964',-200
'0:02.967',-200
'0:02.970',0
'0:02.973',0
'0:02.976',0
'0:02.979',0
'0:02.982',0
'0:02.985',0
'0:02.988',-200
'0:02.991',-200
'0:02.994',-200
'0:02.997',-200
'0:03.000',-200
'0:03.003',400
'0:03.006',1600
'0:03.009',2200
'0:03.012',2600
'0:03.015',2800
'0:03.018',2000
'0:03.021',1000
'0:03.024',-200
'0:03.027',-1000
'0:03.030',-1600
'0:03.033',-1800
'0:03.036',-2200
'0:03.039',-2200
'0:03.042',-1800
'0:03.045',-1400
'0:03.048',-1800
'0:03.051',-2600
'0:03.054',-2800
'0:03.057',-1600
'0:03.060',-600
'0:03.063',200
'0:03.066',200
'0:03.069',200
'0:03.072',1000
'0:03.075',1400
'0:03.078',1400
'0:03.081',1400
'0:03.084',1400
'0:03.087',800
'0:03.090',0
'0:03.093',-400
'0:03.096',-400
'0:03.099',-200
'0:03.102',-600
'0:03.105',-1400
'0:03.108',-1800
'0:03.111',-1600
'0:03.114',-1000
'0:03.117',-800
'0:03.120',-600
'0:03.123',-200
'0:03.126',0
'0:03.129',600
'0:03.132',0
'0:03.135',1000
'0:03.138',3000
'0:03.141',5400
'0:03.144',4600
'0:03.147',200
'0:03.150',-1400
'0:03.153',-600
'0:03.156',-1200
'0:03.159',-1600
'0:03.162',-1200
'0:03.165',-800
'0:03.168',-800
'0:03.171',-1000
'0:03.174',-800
'0:03.177',-1000
'0:03.180',-1800
'0:03.183',-3600
'0:03.186',-4200
'0:03.189',-2000
'0:03.192',0
'0:03.195',-200
'0:03.198',1000
'0:03.201',4000
'0:03.204',3400
'0:03.207',200
'0:03.210',-1800
'0:03.213',-3200
'0:03.216',-4200
'0:03.219',-4200
'0:03.222',-3200
'0:03.225',-1800
'0:03.228',200
'0:03.231',2800
'0:03.234',4400
'0:03.237',4800
'0:03.240',4400
'0:03.243',3600
'0:03.246',3000
'0:03.249',2600
'0:03.252',2800
'0:03.255',5800
'0:03.258',10000
'0:03.261',10800
'0:03.264',2000
'0:03.267',-9400
'0:03.270',-12800
'0:03.273',-13000
'0:03.276',-12200
'0:03.279',-12400
'0:03.282',-12600
'0:03.285',-8800
'0:03.288',-1800
'0:03.291',5800
'0:03.294',11200
'0:03.297',13000
'0:03.300',11600
'0:03.303',8400
'0:03.306',5200
'0:03.309',1800
'0:03.312',-2000
'0:03.315',-6000
'0:03.318',-7800
'0:03.321',-7600
'0:03.324',-5600
'0:03.327',-3600
'0:03.330',-1200
'0:03.333',1400
'0:03.336',3200
'0:03.339',4200
'0:03.342',5000
'0:03.345',4400
'0:03.348',3200
'0:03.351',1600
'0:03.354',800
'0:03.357',-400
'0:03.360',-1200
'0:03.363',-5000
'0:03.366',-6600
'0:03.369',-5000
'0:03.372',-3400
'0:03.375',-3200
'0:03.378',-3000
'0:03.381',200
'0:03.384',2000
'0:03.387',4200
'0:03.390',4800
'0:03.393',4000
'0:03.396',5200
'0:03.399',4600
'0:03.402',3200
'0:03.405',3800
'0:03.408',3200
'0:03.411',3600
'0:03.414',1600
'0:03.417',-2800
'0:03.420',-6600
'0:03.423',-7800
'0:03.426',-7600
'0:03.429',-6800
'0:03.432',-5400
'0:03.435',-4600
'0:03.438',-3800
'0:03.441',-2400
'0:03.444',-1000
'0:03.447',-400
'0:03.450',-1200
'0:03.453',-1800
'0:03.456',0
'0:03.459',1400
'0:03.462',2400
'0:03.465',3800
'0:03.468',5800
'0:03.471',6000
'0:03.474',5000
'0:03.477',3400
'0:03.480',2400
'0:03.483',1600
'0:03.486',1000
'0:03.489',400
'0:03.492',-400
'0:03.495',-600
'0:03.498',-400
'0:03.502',-400
'0:03.505',-400
'0:03.508',0
'0:03.511',600
'0:03.514',1400
'0:03.517',200
'0:03.520',-1800
'0:03.523',-3000
'0:03.526',-2600
'0:03.529',-2400
'0:03.532',-3200
'0:03.535',-4200
'0:03.538',-4600
'0:03.541',-3800
'0:03.544',-2800
'0:03.547',-1800
'0:03.550',-600
'0:03.553',1200
'0:03.556',3000
'0:03.559',3600
'0:03.562',3200
'0:03.565',3000
'0:03.568',2600
'0:03.571',2000
'0:03.574',2000
'0:03.577',1600
'0:03.580',600
'0:03.583',-600
'0:03.586',-1600
'0:03.589',-2400
'0:03.592',-1600
'0:03.595',-1000
'0:03.598',-2800
'0:03.601',-3400
'0:03.604',-2000
'0:03.607',-1800
'0:03.610',-1800
'0:03.613',-1200
'0:03.616',-200
'0:03.619',-400
'0:03.622',-800
'0:03.625',-1000
'0:03.628',-800
'0:03.631',-200
'0:03.634',400
'0:03.637',200
'0:03.640',200
'0:03.643',1200
'0:03.646',2400
'0:03.649',3200
'0:03.652',2600
'0:03.655',2400
'0:03.658',2400
'0:03.661',2000
'0:03.664',1600
'0:03.667',1000
'0:03.670',0
'0:03.673',-800
'0:03.676',-1000
'0:03.679',-400
'0:03.682',-1000
'0:03.685',-1400
'0:03.688',-1000
'0:03.691',-800
'0:03.694',-1000
'0:03.697',-1400
'0:03.700',-1400
'0:03.703',-1400
'0:03.706',-1400
'0:03.709',-1400
'0:03.712',-1200
'0:03.715',-1600
'0:03.718',-2000
'0:03.721',-2000
'0:03.724',-1600
'0:03.727',-1200
'0:03.730',600
'0:03.733',1000
'0:03.736',400
'0:03.739',1800
'0:03.742',3000
'0:03.745',1800
'0:03.748',1000
'0:03.751',2600
'0:03.754',1400
'0:03.757',1600
'0:03.760',1000
'0:03.763',-2600
'0:03.766',-1200
'0:03.769',-1600
'0:03.772',-1800
'0:03.775',400
'0:03.778',-2000
'0:03.781',-3200
'0:03.784',-2200
'0:03.787',-800
'0:03.790',1800
'0:03.793',2600
'0:03.796',1200
'0:03.799',-200
'0:03.802',-200
'0:03.805',-1600
'0:03.808',-3600
'0:03.811',-5800
'0:03.814',1800
'0:03.817',13800
'0:03.820',6600
'0:03.823',-9000
'0:03.826',-9800
'0:03.829',800
'0:03.832',9800
'0:03.835',12200
'0:03.838',5200
'0:03.841',-6000
'0:03.844',-13400
'0:03.847',-14000
'0:03.850',-7600
'0:03.853',-2000
'0:03.856',-1000
'0:03.859',-1400
'0:03.862',200
'0:03.865',5200
'0:03.868',8600
'0:03.871',8600
'0:03.874',4600
'0:03.877',600
'0:03.880',-1800
'0:03.883',-2400
'0:03.886',-2000
'0:03.889',-2200
'0:03.892',-1400
'0:03.895',400
'0:03.898',1600
'0:03.901',2600
'0:03.904',2800
'0:03.907',1800
'0:03.910',2200
'0:03.913',3200
'0:03.916',2000
'0:03.919',-800
'0:03.922',-2800
'0:03.925',-3800
'0:03.928',-4800
'0:03.931',-4800
'0:03.934',-4200
'0:03.937',-4000
'0:03.940',-3400
'0:03.943',-2200
'0:03.946',-1400
'0:03.949',-2000
'0:03.952',-2800
'0:03.955',-2000
'0:03.958',-1000
'0:03.961',-400
'0:03.964',800
'0:03.967',2800
'0:03.970',4800
'0:03.973',4800
'0:03.976',4200
'0:03.979',3800
'0:03.982',2800
'0:03.985',2000
'0:03.988',1200
'0:03.991',800
'0:03.994',800
'0:03.997',1600
'0:04.000',2200
'0:04.003',4800
'0:04.006',10400
'0:04.009',11600
'0:04.012',-2800
'0:04.015',-11200
'0:04.018',-12800
'0:04.021',-12400
'0:04.024',-10600
'0:04.027',-10200
'0:04.030',-10600
'0:04.033',-9000
'0:04.036',-3400
'0:04.039',3600
'0:04.042',8600
'0:04.045',11400
'0:04.048',11600
'0:04.051',9200
'0:04.054',5000
'0:04.057',1600
'0:04.060',-600
'0:04.063',-1800
'0:04.066',-4200
'0:04.069',-4400
'0:04.072',-3000
'0:04.075',-600
'0:04.078',1400
'0:04.081',1600
'0:04.084',1600
'0:04.087',1200
'0:04.090',2200
'0:04.093',2800
'0:04.096',1000
'0:04.099',-800
'0:04.102',-2200
'0:04.105',-4000
'0:04.108',-4600
'0:04.111',-5400
'0:04.114',-6000
'0:04.117',-5600
'0:04.120',-4800
'0:04.123',-3800
'0:04.126',-1400
'0:04.129',2600
'0:04.132',6000
'0:04.135',7400
'0:04.138',7200
'0:04.141',6000
'0:04.144',5000
'0:04.147',3800
'0:04.150',3600
'0:04.153',3800
'0:04.156',3800
'0:04.159',2600
'0:04.162',1000
'0:04.165',-1600
'0:04.168',-3800
'0:04.171',-6600
'0:04.174',-8200
'0:04.177',-7800
'0:04.180',-7400
'0:04.183',-6400
'0:04.186',-5000
'0:04.189',-3600
'0:04.192',-1800
'0:04.195',-1600
'0:04.198',-1400
'0:04.201',-1000
'0:04.204',-200
'0:04.207',1000
'0:04.210',4200
'0:04.213',6600
'0:04.216',7000
'0:04.219',6200
'0:04.222',4600
'0:04.225',3000
'0:04.228',2200
'0:04.231',1400
'0:04.234',0
'0:04.237',-600
'0:04.240',-600
'0:04.243',-800
'0:04.246',-600
'0:04.249',0
