'sample interval',PCG
649,-3600
650,-3000
651,-1400
652,-1000
653,-1000
654,-1000
655,-1000
656,-800
657,-200
658,800
659,1800
660,2800
661,3400
662,4000
663,2600
664,1200
665,1200
666,4400
667,3200
668,2200
669,2800
670,2400
671,800
672,-1800
673,-2600
674,-2400
675,-1400
676,-1200
677,-1000
678,-1200
679,-1200
680,-1400
681,-1800
682,-2000
683,-2400
684,-1400
685,-800
686,200
687,400
688,0
689,400
690,2000
691,3200
692,2400
693,600
694,-1400
695,-2600
696,-2000
697,-1200
698,-600
699,-600
700,-1200
701,-800
702,0
703,600
704,1200
705,1000
706,200
707,-200
708,-1400
709,-2200
710,-1600
711,-800
712,-200
713,200
714,200
715,1000
716,1800
717,1200
718,1200
719,1400
720,1200
721,-400
722,-2600
723,-3400
724,-2400
725,-1000
726,-200
727,-400
728,-400
729,-800
730,-2000
731,-3000
732,-2400
733,-1000
734,0
735,200
736,400
737,600
738,600
739,-200
740,-400
741,400
742,2000
743,2600
744,1600
745,600
746,400
747,600
748,600
749,-200
750,-1600
751,-2200
752,-1600
753,-2600
754,-4600
755,-4000
756,-1200
757,1600
758,2600
759,2000
760,1000
761,0
762,-200
763,-200
764,200
765,-200
766,-1400
767,-2000
768,-2600
769,-2600
770,-2200
771,-1400
772,-200
773,800
774,800
775,800
776,1400
777,1600
778,1600
779,1400
780,1000
781,400
782,-800
783,-1200
784,-800
785,0
786,-400
787,-2000
788,-3000
789,-2800
790,-2000
791,-1000
792,0
793,600
794,200
795,0
796,400
797,400
798,-200
799,-800
800,-200
801,1400
802,3400
803,1600
804,-4800
805,-8600
806,-5000
807,3000
808,7200
809,4400
810,400
811,1200
812,3000
813,2000
814,-1600
815,-4200
816,-5000
817,-4600
818,-3800
819,-2000
820,-400
821,1000
822,1800
823,1800
824,400
825,-800
826,-1000
827,-1200
828,-1000
829,-200
830,400
831,200
832,400
833,0
834,-800
835,-1600
836,-1600
837,-1000
838,200
839,600
840,0
841,1000
842,2800
843,1400
844,-1400
845,-3200
846,-3000
847,-2600
848,-1400
849,1000
850,2200
851,1400
852,0
853,-1200
854,-1400
855,-800
856,400
857,800
858,-200
859,0
860,1400
861,1600
862,1000
863,200
864,-400
865,-1400
866,-2200
867,-2800
868,-2200
869,800
870,3200
871,1000
872,-1200
873,-1400
874,-1800
875,-2800
876,-2600
877,-1800
878,-800
879,-200
880,800
881,1000
882,1200
883,1400
884,1000
885,600
886,1400
887,1400
888,-600
889,-3000
890,-3000
891,0
892,3000
893,2000
894,-1600
895,-3200
896,-1800
897,600
898,400
899,-1400
900,-2600
901,-1200
902,-200
903,-400
904,-2000
905,-2000
906,-400
907,800
908,1000
909,600
910,0
911,-400
912,-200
913,400
914,200
915,-200
916,-400
917,-400
918,-1200
919,-1400
920,-1000
921,-200
922,800
923,800
924,400
925,400
926,600
927,600
928,200
929,-400
930,-400
931,-400
932,-800
933,-1000
934,-1400
935,-1200
936,-1000
937,-1000
938,-1000
939,-1600
940,-2000
941,-1600
942,-1200
943,400
944,3400
945,5000
946,-600
947,-9000
948,-8800
949,-200
950,7600
951,7400
952,2400
953,1400
954,5200
955,6400
956,2200
957,-3800
958,-8400
959,-10000
960,-8000
961,-4600
962,-800
963,2000
964,2200
965,1800
966,3000
967,4200
968,2800
969,-400
970,-2400
971,-2800
972,-2400
973,-1200
974,0
975,600
976,-400
977,-1800
978,-2000
979,-800
980,1000
981,1600
982,1000
983,600
984,1400
985,2200
986,2000
987,1400
988,600
989,0
990,-1000
991,-2000
992,-2800
993,-3600
994,-3400
995,-3600
996,-4000
997,-3800
998,-2600
999,-200
1000,3000
1001,3800
1002,2800
1003,1200
1004,-200
1005,-1000
1006,-1200
1007,0
1008,2000
1009,3000
1010,1600
1011,-1000
1012,-1800
1013,-1000
1014,-600
1015,-600
1016,-600
1017,-200
1018,600
1019,800
1020,600
1021,200
1022,0
1023,-200
1024,200
1025,-200
1026,-200
1027,-200
1028,-400
1029,-600
1030,-1000
1031,-1600
1032,-2200
1033,-2200
1034,-2000
1035,-2000
1036,-2000
1037,-1800
1038,-1200
1039,-400
1040,800
1041,1800
1042,2600
1043,2800
1044,2000
1045,600
1046,-400
1047,-1000
1048,-1600
1049,-2200
1050,-2000
1051,-2000
1052,-2000
1053,-2000
1054,-1400
1055,-600
1056,0
1057,200
1058,0
1059,400
1060,400
1061,200
1062,0
1063,1000
1064,2000
1065,2000
1066,1200
1067,0
1068,-800
1069,-1200
1070,-1600
1071,-2000
1072,-2000
1073,-1600
1074,-600
1075,400
1076,1400
1077,1200
1078,200
1079,-1200
1080,-2200
1081,-2600
1082,-2200
1083,-400
1084,1600
1085,1600
1086,-3200
1087,-6800
1088,-2600
1089,3200
1090,5400
1091,3400
1092,1400
1093,1800
1094,1400
1095,-400
1096,-2200
1097,-3000
1098,-2600
1099,-2000
1100,-1800
1101,-1000
1102,-600
1103,-400
1104,-800
1105,-1200
1106,-1400
1107,-1600
1108,-1000
1109,-800
1110,-800
1111,-400
1112,0
1113,600
1114,1200
1115,1400
1116,800
1117,-200
1118,-1200
1119,-1400
1120,-1200
1121,-1000
1122,0
1123,1000
1124,1400
1125,1600
1126,800
1127,400
1128,400
1129,200
1130,-400
1131,-600
1132,-800
1133,-800
1134,-1000
1135,-1600
1136,-2600
1137,-2600
1138,-2200
1139,-1800
1140,-1600
1141,-1400
1142,-800
1143,200
1144,800
1145,800
1146,400
1147,-200
1148,-200
1149,-400
1150,-200
1151,-400
1152,800
1153,2400
1154,2800
1155,1000
1156,-1000
1157,-1800
1158,-2200
1159,-2200
1160,-1800
1161,-1400
1162,-1200
1163,-600
1164,800
1165,1400
1166,1200
1167,1000
1168,200
1169,-1000
1170,-1400
1171,-1400
1172,-1400
1173,-1600
1174,-1200
1175,-400
1176,400
1177,800
1178,1000
1179,600
1180,-200
1181,-600
1182,-200
1183,200
1184,-200
1185,-1800
1186,-3400
1187,-3800
1188,-3200
1189,-1800
1190,200
1191,1600
1192,1200
1193,600
1194,600
1195,800
1196,600
1197,1000
1198,1600
1199,1800
1200,1000
1201,-1200
1202,-3200
1203,-3600
1204,-2800
1205,-1800
1206,-2200
1207,-2000
1208,-1800
1209,-400
1210,400
1211,400
1212,600
1213,1400
1214,2000
1215,1800
1216,1600
1217,1600
1218,1600
1219,1800
1220,1200
1221,0
1222,-1200
1223,-2000
1224,-1200
1225,1000
1226,2200
1227,-2200
1228,-8600
1229,-8400
1230,-600
1231,6200
1232,5600
1233,200
1234,-1000
1235,1200
1236,2400
1237,600
1238,-1600
1239,-2800
1240,-3200
1241,-2600
1242,-2000
1243,-1200
1244,-200
1245,-200
1246,-1000
1247,-600
1248,0
1249,400
1250,0
1251,-400
1252,-1000
1253,-200
1254,1000
1255,2200
1256,2200
1257,800
1258,-600
1259,-2200
1260,-3000
1261,-2600
1262,-1800
1263,-800
1264,600
1265,1400
1266,1400
1267,1200
1268,1800
1269,1400
1270,-200
1271,-1200
1272,-1200
1273,-1000
1274,-600
1275,-200
1276,-1000
1277,-1400
1278,-1800
1279,-1600
1280,-1200
1281,-600
1282,-200
1283,200
1284,400
1285,800
1286,800
1287,400
1288,-200
1289,-200
1290,200
1291,-600
1292,-200
1293,1400
1294,1000
1295,-1200
1296,-1800
1297,-1000
1298,-1200
1299,-1000
1300,-600
1301,-400
1302,-600
1303,-1000
1304,-1200
1305,-800
1306,200
1307,1000
1308,800
1309,600
1310,600
1311,200
1312,-800
1313,-1800
1314,-1600
1315,-600
1316,-400
1317,-1200
1318,-1600
1319,-600
1320,600
1321,1200
1322,600
1323,-800
1324,-1000
1325,-200
1326,-200
1327,-400
1328,-800
1329,-1000
1330,-600
1331,600
1332,600
1333,-200
1334,-800
1335,-200
1336,1400
1337,1800
1338,600
1339,-800
1340,-1600
1341,-1400
1342,200
1343,400
1344,-1200
1345,-2600
1346,-2400
1347,-1200
1348,-200
1349,-400
1350,-1400
1351,-1000
1352,1400
1353,2400
1354,1200
1355,-200
1356,-1600
1357,-2600
1358,-2000
1359,-400
1360,1200
1361,1000
1362,-400
1363,-1000
1364,-600
1365,-1000
1366,-1600
1367,600
1368,3200
1369,800
1370,-5800
1371,-6800
1372,0
1373,7600
1374,7800
1375,2400
1376,-1800
1377,-1000
1378,400
1379,-800
1380,-2600
1381,-4200
1382,-3600
1383,-2600
1384,-1800
1385,-1000
1386,0
1387,1400
1388,2000
1389,1600
1390,1400
1391,600
1392,-400
1393,-1600
1394,-2000
1395,-1400
1396,-400
1397,200
1398,200
1399,-600
1400,-1000
1401,-1400
1402,-1400
1403,-800
1404,-200
1405,200
1406,800
1407,1400
1408,1200
1409,1000
1410,200
1411,-400
1412,-1000
1413,-800
1414,-1200
1415,-1400
1416,-1600
1417,-1000
1418,-800
1419,-1600
1420,-2000
1421,-1400
1422,-1200
1423,-800
1424,-400
1425,400
1426,600
1427,1000
1428,800
1429,800
1430,800
1431,800
1432,1600
1433,3600
1434,3600
1435,1200
1436,-1200
1437,-1600
1438,-2000
1439,-2600
1440,-3000
1441,-2400
1442,-1800
1443,-1000
1444,-800
1445,-600
1446,-400
1447,-200
1448,-400
1449,-800
1450,-1000
1451,-1200
1452,-1400
1453,-1400
1454,-1400
1455,-1400
1456,-1200
1457,-600
1458,0
1459,600
1460,800
1461,600
1462,1000
1463,1200
1464,1000
1465,1000
1466,800
1467,400
1468,0
1469,-400
1470,-400
1471,200
1472,-200
1473,-600
1474,-800
1475,-1000
1476,-1000
1477,-1600
1478,-1600
1479,-1400
1480,-600
1481,-400
1482,-200
1483,-800
1484,-200
1485,400
1486,600
1487,600
1488,0
1489,-400
1490,-400
1491,0
1492,800
1493,600
1494,400
1495,-400
1496,-800
1497,-1400
1498,-1200
1499,-600
1500,200
1501,600
1502,600
1503,-400
1504,-1000
1505,-1200
1506,-1400
1507,-1400
1508,-1200
1509,600
1510,2400
1511,-1600
1512,-9200
1513,-10000
1514,-2200
1515,6400
1516,8400
1517,4600
1518,1200
1519,2000
1520,3600
1521,2400
1522,-400
1523,-2200
1524,-3200
1525,-3600
1526,-3200
1527,-2000
1528,-200
1529,600
1530,800
1531,200
1532,-200
1533,-200
1534,200
1535,-1600
1536,-2800
1537,-2200
1538,-400
1539,1000
1540,400
1541,-400
1542,-800
1543,-1200
1544,-1400
1545,-1400
1546,-400
1547,800
1548,1200
1549,800
1550,600
1551,800
1552,1000
1553,800
1554,200
1555,-800
1556,-400
1557,400
1558,0
1559,-600
1560,-1400
1561,-2200
1562,-3200
1563,-3400
1564,-2400
1565,-600
1566,1200
1567,1600
1568,600
1569,-200
1570,-600
1571,-1200
1572,-1600
1573,400
1574,3200
1575,3800
1576,2000
1577,1200
1578,800
1579,0
1580,-800
1581,-1600
1582,-1400
1583,-1400
1584,-2400
1585,-3000
1586,-2800
1587,-1400
1588,-200
1589,800
1590,1200
1591,600
1592,-400
1593,-400
1594,0
1595,600
1596,200
1597,-600
1598,-1600
1599,-2200
1600,-2200
1601,-1000
1602,-800
1603,-1200
1604,-1400
1605,-600
1606,200
1607,1200
1608,1800
1609,2200
1610,2400
1611,2200
1612,1600
1613,400
1614,-800
1615,-1400
1616,-1400
1617,-2000
1618,-1800
1619,-1200
1620,-800
1621,-1400
1622,-1800
1623,-1000
1624,-800
1625,-1000
1626,-1000
1627,-400
1628,-200
1629,200
1630,800
1631,1200
1632,1800
1633,1800
1634,1600
1635,1000
1636,200
1637,-1000
1638,-1800
1639,-600
1640,800
1641,200
1642,-1000
1643,-1400
1644,-1400
1645,-1400
1646,-800
1647,600
1648,600
1649,-1200
1650,-2400
1651,-2400
1652,200
1653,3400
1654,1800
1655,-5800
1656,-10000
1657,-4200
1658,5400
1659,8000
1660,3600
1661,-1000
1662,-1000
1663,1200
1664,-200
1665,-2600
1666,-3000
1667,-2000
1668,-2000
1669,-1400
1670,1400
1671,3800
1672,4200
1673,2000
1674,600
1675,1000
1676,1800
1677,400
1678,-2800
1679,-5800
1680,-6200
1681,-3400
1682,400
1683,1400
1684,-200
1685,-1800
1686,-2600
1687,-2600
1688,-1200
1689,200
1690,400
1691,1200
1692,2000
1693,1400
1694,1000
1695,1200
1696,1600
1697,1400
1698,1200
1699,1200
1700,600
1701,200
1702,-600
1703,-1400
1704,-2400
1705,-2400
1706,-2400
1707,-2000
1708,-1200
1709,-800
1710,-800
1711,-1000
1712,-600
1713,-200
1714,-200
1715,-200
1716,-600
1717,800
1718,2000
1719,1200
1720,200
1721,-400
1722,-400
1723,-400
1724,-400
1725,600
1726,400
1727,-200
1728,-800
1729,-1400
1730,-1800
1731,-1600
1732,-1400
1733,-600
1734,0
1735,0
1736,-600
1737,-1200
1738,-1000
1739,-800
1740,-600
1741,-600
1742,-600
1743,-600
1744,-1000
1745,-1000
1746,-200
1747,600
1748,1400
1749,1800
1750,1800
1751,1200
1752,600
1753,400
1754,800
1755,800
1756,200
1757,-1600
1758,-2200
1759,-2200
1760,-1800
1761,-1200
1762,-800
1763,-400
1764,-400
1765,-800
1766,-1000
1767,-600
1768,0
1769,800
1770,400
1771,-400
1772,-600
1773,-400
1774,0
1775,600
1776,400
1777,200
1778,-400
1779,-1000
1780,-1400
1781,-1400
1782,-1000
1783,-400
1784,0
1785,200
1786,200
1787,0
1788,400
1789,600
1790,600
1791,400
1792,1200
1793,2200
1794,-1000
1795,-10400
1796,-14800
1797,-5200
1798,8600
1799,12800
1800,7800
1801,2800
1802,2400
1803,2200
1804,-1200
1805,-4800
1806,-5800
1807,-4600
1808,-3600
1809,-3000
1810,-3000
1811,-3200
1812,-3400
1813,-2600
1814,-600
1815,1600
1816,3600
1817,4000
1818,4400
1819,4600
1820,4000
1821,3800
1822,3200
1823,2200
1824,0
1825,-2200
1826,-4000
1827,-4800
1828,-4600
1829,-4400
1830,-4000
1831,-3200
1832,-1800
1833,-1200
1834,-1800
1835,-1200
1836,200
1837,1200
1838,1400
1839,1800
1840,2000
1841,1800
1842,1400
1843,1000
1844,400
1845,200
1846,0
1847,200
1848,400
1849,200
1850,200
1851,-200
1852,-200
1853,-200
1854,-400
1855,-1000
1856,-2000
1857,-2400
1858,-2000
1859,-2000
1860,-1800
1861,-200
1862,2000
1863,1800
1864,-200
1865,-1400
1866,-1400
1867,-1800
1868,-2000
1869,-2200
1870,-2000
1871,-1600
1872,-800
1873,0
1874,600
1875,1200
1876,1400
1877,1200
1878,1400
1879,2000
1880,2000
1881,1200
1882,0
1883,-800
1884,-1400
1885,-1800
1886,-1800
1887,-2000
1888,-1800
1889,-1400
1890,-1400
1891,-2000
1892,-1800
1893,-800
1894,600
1895,1200
1896,1400
1897,1000
1898,600
1899,800
1900,800
1901,1000
1902,600
1903,400
1904,0
1905,0
1906,400
1907,-200
1908,-1000
1909,-1600
1910,-1600
1911,-1800
1912,-1400
1913,-1200
1914,-1200
1915,-600
1916,0
1917,400
1918,0
1919,-200
1920,-200
1921,0
1922,400
1923,0
1924,-400
1925,-800
1926,-600
1927,-400
1928,-200
1929,600
1930,800
1931,400
1932,-200
1933,-1000
1934,-1400
1935,-600
1936,1200
1937,3400
1938,0
1939,-8200
1940,-11000
1941,-4200
1942,5000
1943,8000
1944,4200
1945,200
1946,200
1947,1600
1948,800
1949,-1800
1950,-3600
1951,-4400
1952,-4600
1953,-3400
1954,-1800
1955,200
1956,2000
1957,2400
1958,2400
1959,2200
1960,2400
1961,1800
1962,1000
1963,-200
1964,-600
1965,-200
1966,1000
1967,800
1968,0
1969,-1200
1970,-1600
1971,-2200
1972,-2800
1973,-3200
1974,-2800
1975,-1800
1976,-1000
1977,-600
1978,0
1979,600
1980,1400
1981,1400
1982,1400
1983,400
1984,-1000
1985,-1800
1986,-1400
1987,-600
1988,-800
1989,-1200
1990,-1400
1991,-1000
1992,-200
1993,200
1994,200
1995,200
1996,200
1997,-200
1998,-400
1999,-600
2000,0
2001,800
2002,2800
2003,4600
2004,2800
2005,-600
2006,-2400
2007,-3600
2008,-5200
2009,-5000
2010,-2400
2011,1200
2012,2400
2013,1600
2014,800
2015,1000
2016,2000
2017,2400
2018,1000
2019,-600
2020,-1200
2021,-1400
2022,-2400
2023,-3400
2024,-3400
2025,-3000
2026,-2200
2027,-1000
2028,1000
2029,2000
2030,1800
2031,1600
2032,1800
2033,1800
2034,1600
2035,1000
2036,400
2037,200
2038,200
2039,-600
2040,-2000
2041,-3200
2042,-3600
2043,-3000
2044,-2600
2045,-2600
2046,-2600
2047,-2200
2048,-1000
2049,0
2050,600
2051,1000
2052,1400
2053,1400
2054,1200
2055,1400
2056,1200
2057,1000
2058,400
2059,200
2060,200
2061,-200
2062,-200
2063,-200
2064,-800
2065,-1600
2066,-2200
2067,-1600
2068,-600
2069,-600
2070,-800
2071,-400
2072,200
2073,400
2074,200
2075,-600
2076,-1200
2077,-1000
2078,0
2079,1000
2080,3000
2081,2600
2082,-4800
2083,-11000
2084,-8600
2085,200
2086,5800
2087,6000
2088,2600
2089,600
2090,1400
2091,2000
2092,200
2093,-2200
2094,-3600
2095,-3600
2096,-3000
2097,-2600
2098,-1200
2099,-200
2100,800
2101,1200
2102,1600
2103,1800
2104,2200
2105,400
2106,-1600
2107,-2400
2108,-1600
2109,-200
2110,1000
2111,600
2112,-400
2113,-1000
2114,-2000
2115,-2400
2116,-2200
2117,-1200
2118,200
2119,1600
2120,2200
2121,1600
2122,1200
2123,1200
2124,1600
2125,1200
2126,-600
2127,-2200
2128,-2200
2129,-1200
2130,-600
2131,-1000
2132,-1200
2133,-2400
2134,-3600
2135,-3400
2136,-1600
2137,400
2138,600
2139,-400
2140,-600
2141,400
2142,800
2143,-400
2144,600
2145,2600
2146,3000
2147,1600
2148,1000
2149,0
2150,-400
2151,-1600
2152,-2800
2153,-2600
2154,-1200
2155,-600
2156,-1000
2157,-1800
2158,-1600
2159,200
2160,800
2161,1400
2162,1000
2163,-800
2164,-1600
2165,-400
2166,-200
2167,-1400
2168,-1800
2169,-1200
2170,0
2171,400
2172,-400
2173,-1000
2174,-200
2175,600
2176,600
2177,200
2178,200
2179,1400
2180,1600
2181,-400
2182,-1000
2183,1200
2184,3200
2185,2400
2186,-1200
2187,-4400
2188,-4600
2189,-3200
2190,-1400
2191,-1400
2192,-3000
2193,-3400
2194,-2800
2195,-2200
2196,-2800
2197,-3000
2198,-2000
2199,400
2200,3000
2201,4200
2202,4000
2203,3400
2204,3200
2205,3400
2206,2600
2207,1000
2208,-200
2209,-200
2210,400
2211,600
2212,400
2213,-600
2214,-1400
2215,-2400
2216,-4200
2217,-6400
2218,-7200
2219,-5600
2220,-2400
2221,400
2222,3000
2223,1800
2224,-4000
2225,-5000
2226,2800
2227,9800
2228,10600
2229,5200
2230,1600
2231,1600
2232,1400
2233,-1200
2234,-3800
2235,-4600
2236,-4600
2237,-4000
2238,-3000
2239,-2000
2240,-1000
2241,-200
2242,200
2243,400
2244,400
2245,-200
2246,-800
2247,-1400
2248,-600
2249,200
2250,600
2251,400
2252,-200
2253,-800
2254,-2200
2255,-2600
2256,-3200
2257,-2000
2258,-600
2259,600
2260,1800
2261,2600
2262,3800
2263,3600
2264,3400
2265,1800
2266,1000
2267,0
2268,-1000
2269,-600
2270,-2200
2271,-2800
2272,-3400
2273,-3200
2274,-2200
2275,-2200
2276,-1200
2277,-600
2278,-800
2279,400
2280,600
2281,1800
2282,2400
2283,2000
2284,2000
2285,1400
2286,400
2287,600
2288,1000
2289,800
2290,-1400
2291,-3600
2292,-5800
2293,-7400
2294,-5000
2295,-1400
2296,-800
2297,600
2298,1600
2299,600
2300,600
2301,400
2302,-400
2303,-3000
2304,-2600
2305,200
2306,1200
2307,1400
2308,600
2309,600
2310,-1400
2311,-200
2312,2200
2313,4200
2314,4400
2315,2400
2316,800
2317,-1000
2318,-1400
2319,-2000
2320,-2200
2321,-2200
2322,-1600
2323,-1400
2324,-800
2325,-1000
2326,0
2327,-800
2328,-600
2329,-800
2330,-400
2331,-800
2332,-400
2333,-600
2334,-400
2335,-600
2336,-1000
2337,-1000
2338,-1000
2339,-1000
2340,-1000
2341,200
2342,400
2343,0
2344,-1200
2345,-600
2346,600
2347,1400
2348,-1000
2349,-2600
2350,-3000
2351,-800
2352,1000
2353,2200
2354,1800
2355,2400
2356,2200
2357,1200
2358,-600
2359,-1400
2360,-800
2361,600
2362,2800
2363,-200
2364,-6200
2365,-7400
2366,-1800
2367,5200
2368,6400
2369,2400
2370,-800
2371,-600
2372,-400
2373,-1800
2374,-3600
2375,-4200
2376,-3000
2377,-1200
2378,-200
2379,-600
2380,-2200
2381,-1800
2382,-400
2383,2400
2384,4800
2385,5000
2386,3200
2387,200
2388,-2600
2389,-3000
2390,-1800
2391,-600
2392,-400
2393,-1000
2394,-3200
2395,-4000
2396,-4200
2397,-2200
2398,-1000
2399,-600
2400,1400
2401,2400
2402,4200
2403,2200
2404,800
2405,200
2406,-200
2407,1200
2408,800
2409,200
2410,-1600
2411,-3000
2412,-3400
2413,-3200
2414,-1600
2415,400
2416,1800
2417,1400
2418,400
2419,0
2420,800
2421,1800
2422,-200
2423,-2400
2424,-2400
2425,-1400
2426,-400
2427,0
